Title,Standard Document Id,Technology Generation,Publication Date,Standard Setting Organization,Author,Standard Project,Version History,Original Document
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.9.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.9.0,"4G, 3G, 2G",2010-10-11,ETSI,Maurice Pope | Sabine Demel,3GPP 3GPP-Release-8 3GPP-SA,8.9.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.09.00_60/ts_123272v080900p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.8.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.8.0,"4G, 3G, 2G",2010-06-22,ETSI,Maurice Pope | Sabine Demel,3GPP 3GPP-Release-8 3GPP-SA,8.8.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.08.00_60/ts_123272v080800p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.7.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.7.0,"4G, 3G, 2G",2010-03-31,ETSI,Maurice Pope | Sabine Demel,,8.7.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.07.00_60/ts_123272v080700p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.6.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.6.0,"4G, 3G, 2G",2010-01-11,ETSI,Maurice Pope | Sabine Demel,,8.6.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.06.00_60/ts_123272v080600p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.5.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.5.0,"4G, 3G, 2G",2009-10-20,ETSI,Maurice Pope | Sabine Demel,,8.5.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.05.00_60/ts_123272v080500p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.4.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.4.0,"4G, 3G, 2G",2009-06-19,ETSI,Maurice Pope | Sabine Demel,,8.4.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.04.00_60/ts_123272v080400p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.3.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.3.0,"4G, 3G, 2G",2009-03-26,ETSI,Maurice Pope | Sabine Demel,,8.3.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.03.00_60/ts_123272v080300p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.2.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.2.0,"4G, 3G, 2G",2009-01-09,ETSI,Maurice Pope | Sabine Demel,,8.2.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.02.00_60/ts_123272v080200p.pdf
Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2 (3GPP TS 23.272 version 8.1.0 Release 8) Circuit Switched (CS) fallback in Evolved Packet System (EPS); Stage 2,TS 23.272 v8.1.0,"4G, 3G, 2G",2008-11-04,ETSI,Maurice Pope | Sabine Demel,,8.1.0,https://www.etsi.org/deliver/etsi_ts/123200_123299/123272/08.01.00_60/ts_123272v080100p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements (3GPP TS 38.101-4 version 15.4.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements,TS 38.101-4 v15.4.0,5G,2020-01-23,ETSI,Kai-Erik Sunell | Haijie Qiu,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810104/15.04.00_60/ts_13810104v150400p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements (3GPP TS 38.101-4 version 15.3.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements,TS 38.101-4 v15.3.0,5G,2019-10-17,ETSI,Kyoungseok Oh | Haijie Qiu,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810104/15.03.00_60/ts_13810104v150300p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements (3GPP TS 38.101-4 version 15.2.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements,TS 38.101-4 v15.2.0,5G,2019-07-23,ETSI,Kyoungseok Oh | Haijie Qiu,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810104/15.02.00_60/ts_13810104v150200p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements (3GPP TS 38.101-4 version 15.1.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements,TS 38.101-4 v15.1.0,5G,2019-05-07,ETSI,Kyoungseok Oh | Haijie Qiu,3GPP 3GPP-radio 3GPP-Release-15,15.1.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810104/15.01.00_60/ts_13810104v150100p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.7.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.7.0,5G,2019-10-17,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.07.00_60/ts_13810103v150700p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.6.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.6.0,5G,2019-07-23,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.06.00_60/ts_13810103v150600p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.5.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.5.0,5G,2019-05-07,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.05.00_60/ts_13810103v150500p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.4.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.4.0,5G,2019-04-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.04.00_60/ts_13810103v150400p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.3.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.3.0,5G,2018-10-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.03.00_60/ts_13810103v150300p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios (3GPP TS 38.101-3 version 15.2.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking o,TS 38.101-3 v15.2.0,5G,2018-07-25,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810103/15.02.00_60/ts_13810103v150200p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.8.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.8.0,5G,2020-01-23,ETSI,Kai-Erik Sunell | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.08.00_60/ts_13810102v150800p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.7.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.7.0,5G,2019-10-17,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.07.00_60/ts_13810102v150700p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.6.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.6.0,5G,2019-07-23,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.06.00_60/ts_13810102v150600p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.5.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.5.0,5G,2019-05-07,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.05.00_60/ts_13810102v150500p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.4.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.4.0,5G,2019-04-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.04.00_60/ts_13810102v150400p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.3.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.3.0,5G,2018-10-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.03.00_60/ts_13810102v150300p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone (3GPP TS 38.101-2 version 15.2.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,TS 38.101-2 v15.2.0,5G,2018-07-25,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810102/15.02.00_60/ts_13810102v150200p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.8.2 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.8.2,5G,2020-01-21,ETSI,Kai-Erik Sunell | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.8.2,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.08.02_60/ts_13810101v150802p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.7.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.7.0,5G,2019-10-17,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.07.00_60/ts_13810101v150700p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.6.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.6.0,5G,2019-07-23,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.06.00_60/ts_13810101v150600p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.5.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.5.0,5G,2019-05-07,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.05.00_60/ts_13810101v150500p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.4.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.4.0,5G,2019-04-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.04.00_60/ts_13810101v150400p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.3.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.3.0,5G,2018-10-18,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.03.00_60/ts_13810101v150300p.pdf
5G; NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone (3GPP TS 38.101-1 version 15.2.0 Release 15) NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,TS 38.101-1 v15.2.0,5G,2018-07-25,ETSI,Kyoungseok Oh | Ville Vintola,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138100_138199/13810101/15.02.00_60/ts_13810101v150200p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.8.0 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.8.0,5G,2020-01-17,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.08.00_60/ts_138331v150800p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.7.0 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.7.0,5G,2019-10-15,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.07.00_60/ts_138331v150700p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.6.0 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.6.0,5G,2019-07-25,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.06.00_60/ts_138331v150600p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.5.1 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.5.1,5G,2019-05-07,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.5.1,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.05.01_60/ts_138331v150501p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.4.0 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.4.0,5G,2019-04-24,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.04.00_60/ts_138331v150400p.pdf
5G; NR; Radio Resource Control (RRC); Protocol specification (3GPP TS 38.331 version 15.3.0 Release 15) NR; Radio Resource Control (RRC); Protocol specification,TS 38.331 v15.3.0,5G,2018-10-16,ETSI,Juha Korhonen | Hakan Palm,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138331/15.03.00_60/ts_138331v150300p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.8.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.8.0,5G,2020-01-17,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.08.00_60/ts_138321v150800p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.7.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.7.0,5G,2019-10-15,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.07.00_60/ts_138321v150700p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.6.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.6.0,5G,2019-07-25,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.06.00_60/ts_138321v150600p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.5.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.5.0,5G,2019-05-10,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.05.00_60/ts_138321v150500p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.4.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.4.0,5G,2019-04-24,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.04.00_60/ts_138321v150400p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.3.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.3.0,5G,2018-09-28,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.03.00_60/ts_138321v150300p.pdf
5G; NR; Medium Access Control (MAC) protocol specification (3GPP TS 38.321 version 15.2.0 Release 15) NR; Medium Access Control (MAC) protocol specification,TS 38.321 v15.2.0,5G,2018-09-18,ETSI,Juha Korhonen | Jaehyuk Jang,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138321/15.02.00_60/ts_138321v150200p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.8.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.8.0,5G,2020-01-17,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.08.00_60/ts_138300v150800p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.7.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.7.0,5G,2019-10-15,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.07.00_60/ts_138300v150700p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.6.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.6.0,5G,2019-07-25,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.06.00_60/ts_138300v150600p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.5.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.5.0,5G,2019-05-10,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.05.00_60/ts_138300v150500p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.4.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.4.0,5G,2019-04-24,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.04.00_60/ts_138300v150400p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.3.1 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.3.1,5G,2018-10-16,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.3.1,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.03.01_60/ts_138300v150301p.pdf
5G; NR; Overall description; Stage-2 (3GPP TS 38.300 version 15.2.0 Release 15) NR; Overall description; Stage-2,TS 38.300 v15.2.0,5G,2018-09-18,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/138300_138399/138300/15.02.00_60/ts_138300v150200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.8.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.8.0,4G,2020-01-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.08.00_60/ts_136331v150800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.7.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.7.0,4G,2019-10-15,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.07.00_60/ts_136331v150700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.6.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.6.0,4G,2019-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.06.00_60/ts_136331v150600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.5.1 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.5.1,4G,2019-05-14,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.5.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.05.01_60/ts_136331v150501p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.4.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.4.0,4G,2019-04-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.04.00_60/ts_136331v150400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.3.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.3.0,4G,2018-10-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.03.00_60/ts_136331v150300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 15.2.2 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v15.2.2,4G,2018-09-20,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-15,15.2.2,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/15.02.02_60/ts_136331v150202p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.13.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.13.0,4G,2020-01-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.13.00_60/ts_136331v141300p.pdf
