Title,Standard Document Id,Technology Generation,Publication Date,Standard Setting Organization,Author,Standard Project,Version History,Original Document
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.4.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.4.0,4G,2013-07-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.04.00_60/ts_136331v110400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.3.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.3.0,4G,2013-04-22,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.03.00_60/ts_136331v110300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.2.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.2.0,4G,2013-02-12,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.02.00_60/ts_136331v110200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.1.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.1.0,4G,2012-11-09,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.1.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.01.00_60/ts_136331v110100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.22.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.22.0,4G,2018-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10,10.22.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.22.00_60/ts_136331v102200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.21.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.21.0,4G,2017-10-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10,10.21.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.21.00_60/ts_136331v102100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.20.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.20.0,4G,2017-02-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10,10.20.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.20.00_60/ts_136331v102000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.19.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.19.0,4G,2016-01-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,10.19.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.19.00_60/ts_136331v101900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.17.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.17.0,4G,2015-07-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,10.17.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.17.00_60/ts_136331v101700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.16.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.16.0,4G,2015-04-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,10.16.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.16.00_60/ts_136331v101600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.15.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.15.0,4G,2015-02-04,ETSI,Juha Korhonen | Himke Van der Velde,,10.15.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.15.00_60/ts_136331v101500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.14.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.14.0,4G,2014-09-29,ETSI,Juha Korhonen | Himke Van der Velde,,10.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.14.00_60/ts_136331v101400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.13.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.13.0,4G,2014-07-22,ETSI,Juha Korhonen | Himke Van der Velde,,10.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.13.00_60/ts_136331v101300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.12.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.12.0,4G,2014-01-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.12.00_60/ts_136331v101200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.11.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.11.0,4G,2013-09-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.11.00_60/ts_136331v101100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.10.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.10.0,4G,2013-07-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.10.00_60/ts_136331v101000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.18.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.18.0,4G,2015-10-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,10.18.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.18.00_60/ts_136331v101800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.9.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.9.0,4G,2013-04-22,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.09.00_60/ts_136331v100900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.8.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.8.0,4G,2013-02-12,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.08.00_60/ts_136331v100800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.7.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.7.0,4G,2012-11-09,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.07.00_60/ts_136331v100700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.6.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.6.0,4G,2012-07-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.06.00_60/ts_136331v100600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.5.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.5.0,4G,2012-03-26,ETSI,Juha Korhonen | Himke Van der Velde,,10.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.05.00_60/ts_136331v100500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.4.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.4.0,4G,2012-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.04.00_60/ts_136331v100400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.3.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.3.0,4G,2011-11-04,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.03.00_60/ts_136331v100300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.2.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.2.0,4G,2011-07-11,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.02.00_60/ts_136331v100200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.1.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.1.0,4G,2011-04-04,ETSI,Juha Korhonen | Himke Van der Velde,,10.1.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.01.00_60/ts_136331v100100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 10.0.0 Release 10) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v10.0.0,4G,2011-01-14,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-10 3GPP-UTRAN,10.0.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/10.00.00_60/ts_136331v100000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.17.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.17.0,4G,2014-01-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.17.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.17.00_60/ts_136331v091700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.16.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.16.0,4G,2013-09-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.16.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.16.00_60/ts_136331v091600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.15.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.15.0,4G,2013-07-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.15.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.15.00_60/ts_136331v091500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.14.1 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.14.1,4G,2013-04-22,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.14.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.14.01_60/ts_136331v091401p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.13.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.13.0,4G,2013-02-12,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.13.00_60/ts_136331v091300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.12.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.12.0,4G,2012-11-09,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.12.00_60/ts_136331v091200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.11.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.11.0,4G,2012-07-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.11.00_60/ts_136331v091100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.10.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.10.0,4G,2012-03-26,ETSI,Juha Korhonen | Himke Van der Velde,,9.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.10.00_60/ts_136331v091000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.18.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.18.0,4G,2014-07-18,ETSI,Juha Korhonen | Himke Van der Velde,,9.18.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.18.00_60/ts_136331v091800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.9.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.9.0,4G,2012-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.09.00_60/ts_136331v090900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.8.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.8.0,4G,2011-11-04,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.08.00_60/ts_136331v090800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.7.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.7.0,4G,2011-07-11,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.07.00_60/ts_136331v090700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.6.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.6.0,4G,2011-03-30,ETSI,Juha Korhonen | Himke Van der Velde,,9.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.06.00_60/ts_136331v090600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.5.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.5.0,4G,2011-01-14,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.05.00_60/ts_136331v090500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.4.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.4.0,4G,2010-10-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.04.00_60/ts_136331v090400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.3.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.3.0,4G,2010-07-07,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-9 3GPP-UTRAN,9.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.03.00_60/ts_136331v090300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.2.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.2.0,4G,2010-04-28,ETSI,Juha Korhonen | Himke Van der Velde,,9.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.02.00_60/ts_136331v090200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.1.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.1.0,4G,2010-02-12,ETSI,Juha Korhonen | Himke Van der Velde,,9.1.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.01.00_60/ts_136331v090100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 9.0.0 Release 9) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v9.0.0,4G,2009-10-13,ETSI,Juha Korhonen | Himke Van der Velde,,9.0.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/09.00.00_60/ts_136331v090000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.21.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.21.0,4G,2014-07-18,ETSI,Juha Korhonen | Himke Van der Velde,,8.21.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.21.00_60/ts_136331v082100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.20.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.20.0,4G,2013-07-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.20.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.20.00_60/ts_136331v082000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.19.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.19.0,4G,2013-04-22,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.19.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.19.00_60/ts_136331v081900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.17.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.17.0,4G,2012-07-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.17.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.17.00_60/ts_136331v081700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.16.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.16.0,4G,2012-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.16.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.16.00_60/ts_136331v081600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.15.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.15.0,4G,2011-11-04,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.15.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.15.00_60/ts_136331v081500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.14.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.14.0,4G,2011-07-11,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.14.00_60/ts_136331v081400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.13.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.13.0,4G,2011-03-30,ETSI,Juha Korhonen | Himke Van der Velde,,8.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.13.00_60/ts_136331v081300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.12.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.12.0,4G,2011-01-14,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.12.00_60/ts_136331v081200p.pdf
